HIOS Plan ID,Plan Marketing Name,HIOS Product ID,Market Coverage,Dental Only Plan,Network ID,Service Area ID,Formulary ID,New\Existing Plan,Plan Type,Level of Coverage,Unique Plan Design,QHP\Non QHP,Notice Required for Pregnancy,Is a Referral Required for Specialist,Specialist s  Requiring a Referral,Plan Level Exclusions,Limited Cost Sharing Plan Variation   Est Advanced Payment,Child Only Offering,Child Only Plan ID,Wellness Program Offered,Disease Management Programs Offered,EHB Apportionment for Pediatric Dental,Guaranteed vs  Estimated Rate,Plan Effective Date,Plan Expiration Date,Out of Country Coverage,Out of Country Coverage Description,Out of Service Area Coverage,Out of Service Area Coverage Description,National Network,Enrollment Payment URL,Life Cycle Status Name,EHB Percent of Total Premium,Does this plan offer Composite Rating,Design Type,Plan Published Indicator
33602TX0870067,Blue Advantage Plus Bronze 305,33602TX087,Individual,No,TXN001,TXS051,TXF041,Existing,POS,Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0470961,Blue Advantage Bronze HMOSM 833,33602TX047,Small Group,No,TXN011,TXS181,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470962,Blue Advantage Bronze HMOSM 833,33602TX047,Small Group,No,TXN011,TXS191,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470963,Blue Advantage Bronze HMOSM 833,33602TX047,Small Group,No,TXN011,TXS201,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0870096,Blue Advantage Plus Bronze 707,33602TX087,Individual,No,TXN001,TXS081,TXF032,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0870102,Blue Advantage Plus Bronze 707,33602TX087,Individual,No,TXN001,TXS141,TXF032,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0870103,Blue Advantage Plus Bronze 707,33602TX087,Individual,No,TXN001,TXS151,TXF032,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0870105,Blue Advantage Plus Bronze 707,33602TX087,Individual,No,TXN001,TXS171,TXF032,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0470965,Blue Advantage Bronze HMOSM 833,33602TX047,Small Group,No,TXN011,TXS221,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
66252TX0030002,CHRISTUS Bronze,66252TX003,Individual,No,TXN001,TXS002,TXF003,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0040006,CHRISTUS Silver HD,66252TX004,Individual,No,TXN001,TXS006,TXF004,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0130003,CHRISTUS Gold Plus,66252TX013,Individual,No,TXN001,TXS003,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,95.64,No,Not Applicable,Yes
66252TX0300010,CHRISTUS Standard Expanded Bronze,66252TX030,Individual,No,TXN001,TXS010,TXF002,New,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Design 1,Yes
33602TX0460556,Blue Advantage Gold HMO 206,33602TX046,Individual,No,TXN001,TXS031,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460569,Blue Advantage Gold HMO 206,33602TX046,Individual,No,TXN001,TXS161,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460575,Blue Advantage Gold HMO 206,33602TX046,Individual,No,TXN001,TXS211,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460590,Blue Advantage Gold HMO 207,33602TX046,Individual,No,TXN001,TXS121,TXF023,Existing,HMO,Gold,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460593,Blue Advantage Gold HMO 207,33602TX046,Individual,No,TXN001,TXS151,TXF023,Existing,HMO,Gold,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460594,Blue Advantage Gold HMO 207,33602TX046,Individual,No,TXN001,TXS161,TXF023,Existing,HMO,Gold,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460596,Blue Advantage Gold HMO 207,33602TX046,Individual,No,TXN001,TXS171,TXF023,Existing,HMO,Gold,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460597,Blue Advantage Gold HMO 207,33602TX046,Individual,No,TXN001,TXS181,TXF023,Existing,HMO,Gold,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0430038,Blue Choice Gold PPOSM 801,33602TX043,Small Group,No,TXN012,TXS002,TXF006,Existing,PPO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"This plan does not cover any services and/or supplies provided to a member outside of the United States, if the member traveled to the location for the purposes of receiving medical services, supplies, or drugs.",Yes,"When accessing care outside our service area, you will obtain care from healthcare Providers that have a contractual agreement (i.e., are Participating Providers) with the local Blue Cross and/or Blue Shield Licensee in that other geographic area (Host Blue). In some instances, you may obtain care from Non-Participating Providers.",Yes,N/A,Published,,No,,Yes
33602TX0430046,Blue Choice Silver PPOSM 825,33602TX043,Small Group,No,TXN012,TXS002,TXF006,Existing,PPO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"This plan does not cover any services and/or supplies provided to a member outside of the United States, if the member traveled to the location for the purposes of receiving medical services, supplies, or drugs.",Yes,"When accessing care outside our service area, you will obtain care from healthcare Providers that have a contractual agreement (i.e., are Participating Providers) with the local Blue Cross and/or Blue Shield Licensee in that other geographic area (Host Blue). In some instances, you may obtain care from Non-Participating Providers.",Yes,N/A,Published,,No,,Yes
33602TX0430072,Blue Choice Gold PPOSM 204,33602TX043,Small Group,No,TXN012,TXS002,TXF008,Existing,PPO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"This plan does not cover any services and/or supplies provided to a member outside of the United States, if the member traveled to the location for the purposes of receiving medical services, supplies, or drugs.",Yes,"When accessing care outside our service area, you will obtain care from healthcare Providers that have a contractual agreement (i.e., are Participating Providers) with the local Blue Cross and/or Blue Shield Licensee in that other geographic area (Host Blue). In some instances, you may obtain care from Non-Participating Providers.",Yes,N/A,Published,,No,,Yes
33602TX0470658,Blue Advantage Gold HMOSM 801,33602TX047,Small Group,No,TXN011,TXS161,TXF001,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470691,Blue Advantage Gold HMOSM 812,33602TX047,Small Group,No,TXN011,TXS231,TXF005,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470758,Blue Advantage Gold HMOSM 817,33602TX047,Small Group,No,TXN011,TXS161,TXF003,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470778,Blue Advantage Gold HMOSM 822,33602TX047,Small Group,No,TXN011,TXS111,TXF003,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470797,Blue Advantage Gold HMOSM 830,33602TX047,Small Group,No,TXN011,TXS051,TXF001,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470837,Blue Advantage Silver HMOSM 803,33602TX047,Small Group,No,TXN011,TXS191,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470840,Blue Advantage Silver HMOSM 803,33602TX047,Small Group,No,TXN011,TXS221,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0470850,Blue Advantage Silver HMOSM 804,33602TX047,Small Group,No,TXN011,TXS081,TXF042,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
