Insurance Plan Identifier,Insurance Plan Variant Component Type Name,SBC Coverage Name,SBC Coverage Deductible Amount,SBC Coverage Copayment Amount,SBC Coverage Coinsurance Amount,SBC Coverage Limit Amount
33602TX0870239,Non-Exchange variant,Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870253,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870239,Non-Exchange variant,Diabetes,0.00,1600.00,400.00,20.00
33602TX0870253,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870239,Exchange variant (no CSR),Maternity,0.00,1400.00,2100.00,60.00
33602TX0870253,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870239,Exchange variant (no CSR),Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870253,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870239,Exchange variant (no CSR),Diabetes,0.00,1600.00,400.00,20.00
33602TX0870254,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870240,Non-Exchange variant,Maternity,0.00,1400.00,2100.00,60.00
33602TX0870254,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870240,Non-Exchange variant,Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870254,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870240,Non-Exchange variant,Diabetes,0.00,1600.00,400.00,20.00
33602TX0870254,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870240,Exchange variant (no CSR),Maternity,0.00,1400.00,2100.00,60.00
33602TX0870240,Exchange variant (no CSR),Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870254,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870240,Exchange variant (no CSR),Diabetes,0.00,1600.00,400.00,20.00
33602TX0870254,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870241,Non-Exchange variant,Maternity,0.00,1400.00,2100.00,60.00
33602TX0870241,Non-Exchange variant,Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870255,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870241,Non-Exchange variant,Diabetes,0.00,1600.00,400.00,20.00
33602TX0870241,Exchange variant (no CSR),Maternity,0.00,1400.00,2100.00,60.00
33602TX0870255,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870241,Exchange variant (no CSR),Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870255,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870241,Exchange variant (no CSR),Diabetes,0.00,1600.00,400.00,20.00
33602TX0870255,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870242,Non-Exchange variant,Maternity,0.00,1400.00,2100.00,60.00
33602TX0870255,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870242,Non-Exchange variant,Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870255,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870242,Non-Exchange variant,Diabetes,0.00,1600.00,400.00,20.00
33602TX0870256,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870242,Exchange variant (no CSR),Maternity,0.00,1400.00,2100.00,60.00
33602TX0870242,Exchange variant (no CSR),Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870256,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870242,Exchange variant (no CSR),Diabetes,0.00,1600.00,400.00,20.00
33602TX0870256,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870243,Non-Exchange variant,Maternity,0.00,1400.00,2100.00,60.00
33602TX0870256,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870243,Non-Exchange variant,Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870256,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870243,Non-Exchange variant,Diabetes,0.00,1600.00,400.00,20.00
33602TX0870256,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870243,Exchange variant (no CSR),Maternity,0.00,1400.00,2100.00,60.00
33602TX0870243,Exchange variant (no CSR),Treatment of a simple fracture,0.00,700.00,1000.00,0.00
33602TX0870257,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870263,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870257,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870264,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870257,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870264,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870257,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870264,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870257,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870264,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870257,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870264,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870258,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870264,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870258,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870265,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870265,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870258,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870265,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870258,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870265,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870258,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870265,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870258,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870265,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870259,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870266,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870259,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870266,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870259,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870266,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870259,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870266,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870259,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870266,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870259,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870266,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870260,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870267,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870267,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870260,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870267,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870260,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870267,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870260,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870267,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870267,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870260,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870268,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870268,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870260,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870268,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870261,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870268,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870261,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870268,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870261,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870268,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870261,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870269,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870261,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870269,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870261,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870269,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870262,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870269,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870269,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870262,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870269,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870262,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870270,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870262,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870270,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870270,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870262,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870270,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870262,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870270,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870263,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870270,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870263,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870271,Non-Exchange variant,Maternity,5900.00,50.00,2700.00,60.00
33602TX0870263,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870271,Non-Exchange variant,Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870263,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870271,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0870263,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870271,Exchange variant (no CSR),Maternity,5900.00,50.00,2700.00,60.00
33602TX0870283,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870271,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,400.00,0.00,0.00
33602TX0870271,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
33602TX0870284,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870272,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870272,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870284,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870272,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870284,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870272,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870284,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870272,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870284,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870272,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870284,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870273,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870285,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870273,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870273,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870285,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870273,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870285,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870273,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870285,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870273,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870285,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870274,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870285,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870274,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870286,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870274,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870274,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870286,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870274,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870274,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870286,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870275,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870286,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870275,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870286,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870275,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870275,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870286,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870275,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870287,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870275,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870287,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870276,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870287,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870276,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870287,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870276,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870276,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870287,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870276,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870287,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870276,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870288,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870277,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870277,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870288,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870277,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870288,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870277,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870277,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870288,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870277,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870288,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870278,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870288,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870278,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870289,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870278,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870278,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870289,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870278,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870289,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870278,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870289,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870279,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870289,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870279,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870289,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870279,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870279,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870290,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870279,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870290,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870279,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870290,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870280,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
33602TX0870290,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870280,Non-Exchange variant,Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870280,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
33602TX0870290,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870280,Exchange variant (no CSR),Maternity,1850.00,900.00,2800.00,60.00
33602TX0870290,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
33602TX0870280,Exchange variant (no CSR),Treatment of a simple fracture,1850.00,400.00,70.00,0.00
33602TX0870291,Non-Exchange variant,Maternity,1850.00,900.00,2800.00,60.00
