HIOS Plan ID,Level of Coverage,CSR Variation Type,Issuer Actuarial Value,AV Calculator Output Number,Medical and Drug Deductibles Integrated ,Medical and Drug Maximum Out Of Pocket Integrated ,Multiple In Network Tiers ,1st Tier Utilization,2nd Tier Utilization, Plan Brochure,URL for Summary of Benefits and Coverage,HSA Eligible,HSA\HRA Employer Contribution,HSA\HRA Employer Contribution Amount,Maximum Coinsurance for Specialty Drugs,Maximum Number of Days for Charging an Inpatient Copay,Begin Primary Care Cost Sharing After a Set Number of Visits,Begin Primary Care Deductible\ Coinsurance After a Set Number of Copays,Plan Variant Marketing Name
33602TX0470942,Expanded Bronze,Non-Exchange variant,,64.83,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhsg11bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Bronze HMOSM 806
33602TX0470946,Bronze,Non-Exchange variant,,61.84,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMOSM 833
33602TX0470937,Expanded Bronze,Non-Exchange variant,,64.83,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhsg11bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Bronze HMOSM 806
33602TX0470970,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846
33602TX0470977,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846
33602TX0471118,Silver,Non-Exchange variant,,70.93,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 935
33602TX0470986,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846
33602TX0470988,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846
33602TX0470995,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0880344,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghig10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830-in vitro
33602TX0880362,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghia01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919-in vitro
33602TX0880381,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghia02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922-in vitro
33602TX0880400,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghia02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922-in vitro
33602TX0880487,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phig11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807-in vitro
58840TX0110038,Gold,Exchange variant (no CSR),78.02,78.02,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768435_58840TX0110038-00_SBC.pdf,No,No,,,,,,Gold S: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7
58840TX0110038,Gold,Non-Exchange variant,78.02,78.02,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768435_58840TX0110038-00_SBC.pdf,No,No,,,,,,Gold S: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7
58840TX0110140,Silver,Exchange variant (no CSR),70.04,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768091_58840TX0110140-00_SBC.pdf,No,No,,,,,,Silver 7: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7
58840TX0110140,Silver,Non-Exchange variant,70.04,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768091_58840TX0110140-00_SBC.pdf,No,No,,,,,,Silver 7: Aetna network of doctors & hospitals + $0 walk-in clinic + $0 Virtual Care options 24/7
33602TX0471005,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0471006,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0471008,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0471009,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0471013,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0471014,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0471015,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919
33602TX0880585,Silver,Non-Exchange variant,,71.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij51bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 102-in vitro
33602TX0880653,Silver,Non-Exchange variant,,71.42,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij55bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 134-in vitro
33602TX0880688,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shil02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 201 -in vitro
58840TX0120046,Gold,Non-Exchange variant,78.02,78.02,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768176_58840TX0120046-00_SBC.pdf,No,No,,,,,,Gold S: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120085,Gold,Non-Exchange variant,80.90,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768226_58840TX0120085-00_SBC.pdf,No,No,,,,,,Gold 4: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options + Ped Dental
58840TX0120116,Silver,Non-Exchange variant,70.01,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768549_58840TX0120116-00_SBC.pdf,No,No,,,,,,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120130,Silver,Non-Exchange variant,70.01,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768764_58840TX0120130-00_SBC.pdf,No,No,,,,,,Silver 5: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
58840TX0120145,Silver,Non-Exchange variant,70.04,,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768626_58840TX0120145-00_SBC.pdf,No,No,,,,,,Silver 7: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
33602TX0471024,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471114,Silver,Non-Exchange variant,,70.93,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 935
33602TX0880892,Silver,Non-Exchange variant,,71.83,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shia03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 945-in vitro
33602TX0470833,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 803
75655TX0010014,Gold,Non-Exchange variant,,80.75,Yes,Yes,No,100%,,https://healthplan.memorialhermann.org/-/media/memorial-hermann/healthplan/files/brokers/2024/plan-grid-small-group-hmo-ppo-2024.ashx,https://healthplan.memorialhermann.org/-/media/memorial-hermann/healthplan/files/brokers/2024/small-group-aca-hmo-plans/2024_select_gold_1500_hmo.ashx,No,No,,,,,,Select Gold 1500 HMO
75655TX0010015,Platinum,Non-Exchange variant,,90.93,Yes,Yes,No,100%,,https://healthplan.memorialhermann.org/-/media/memorial-hermann/healthplan/files/brokers/2024/plan-grid-small-group-hmo-ppo-2024.ashx,https://healthplan.memorialhermann.org/-/media/memorial-hermann/healthplan/files/brokers/2024/small-group-aca-hmo-plans/2024_select_platinum_500_hmo.ashx,No,No,,,,,,Select Platinum 500 HMO
75655TX0010024,Gold,Non-Exchange variant,,80.75,Yes,Yes,No,100%,,https://healthplan.memorialhermann.org/-/media/memorial-hermann/healthplan/files/brokers/2024/plan-grid-small-group-hmo-ppo-2024.ashx,https://healthplan.memorialhermann.org/-/media/memorial-hermann/healthplan/files/brokers/2024/small-group-aca-hmo-plans/2024_select_gold_1500_ivf_hmo.ashx,No,No,,,,,,Select Gold 1500 IVF HMO
33602TX0471267,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsj52bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127
33602TX0471304,Silver,Non-Exchange variant,,71.42,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsj54bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 134
33602TX0471323,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsj56bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120
33602TX0471359,Gold,Non-Exchange variant,,78.55,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsk05bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 203
33602TX0472652,Silver,Non-Exchange variant,,70.26,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsn02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 402
33602TX0471431,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsl01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 201
33602TX0472471,Silver,Non-Exchange variant,,71.42,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsj54bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 134
33602TX0880014,Expanded Bronze,Non-Exchange variant,,64.83,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhig11bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Bronze HMOSM 806-in vitro
33602TX0880044,Bronze,Non-Exchange variant,,61.84,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMOSM 833-in vitro
40220TX0090001,Silver,Exchange variant (no CSR),71.19,,Yes,Yes,No,100%,,https://www.uhc.com/txplanbrochure2024,https://www.uhc.com/ifp/sbc.40220TX0090001-00.en.2024,No,No,,,,,,"UHC Silver Advantage+ ($0 Virtual Urgent Care + $0 PCP Visits, $3 Tier 2 Rx, $0 Insulin, Dental + Vision)"
40220TX0090001,Silver,Non-Exchange variant,71.19,,Yes,Yes,No,100%,,https://www.uhc.com/txplanbrochure2024,https://www.uhc.com/ifp/sbc.40220TX0090001-00.en.2024,No,No,,,,,,"UHC Silver-X Advantage+ ($0 Virtual Urgent Care + $0 PCP Visits, $3 Tier 2 Rx, $0 Insulin, Dental + Vision)"
33602TX0470972,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846
33602TX0880366,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghia01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 919-in vitro
33602TX0471201,Gold,Non-Exchange variant,,79.11,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsj46bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Gold HMOSM 103
33602TX0880384,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghia02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922-in vitro
33602TX0880394,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghia02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922-in vitro
33602TX0460824,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460824,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0880603,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij57bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120-in vitro
33602TX0880604,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij57bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120-in vitro
33602TX0880610,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij57bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120-in vitro
33602TX0880613,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij57bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120-in vitro
33602TX0880615,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij57bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120-in vitro
33602TX0880619,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij57bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 120-in vitro
33602TX0880626,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij53bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127-in vitro
33602TX0880627,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij53bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127-in vitro
33602TX0880628,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij53bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127-in vitro
33602TX0880630,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij53bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127-in vitro
33602TX0880632,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij53bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127-in vitro
33602TX0880633,Silver,Non-Exchange variant,,70.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij53bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 127-in vitro
33602TX0880821,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846-in vitro
33602TX0880940,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880944,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880945,Silver,Non-Exchange variant,,69.86,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin01bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 401-in vitro
33602TX0880948,Silver,Non-Exchange variant,,70.26,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shin02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 402-in vitro
87226TX0060009,Silver,Exchange variant (no CSR),70.23,72.08,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0060009-00.pdf,No,No,,,,,,Focused VALUE Silver
87226TX0060009,Silver,Non-Exchange variant,70.23,72.08,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0060009-00.pdf,No,No,,,,,,Focused VALUE Silver
87226TX0070006,Silver,Exchange variant (no CSR),71.49,72.98,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0070006-00.pdf,No,No,,,,,,Complete VALUE Silver
87226TX0070006,Silver,Non-Exchange variant,71.49,72.98,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0070006-00.pdf,No,No,,,,,,Complete VALUE Silver
87226TX0080006,Silver,Exchange variant (no CSR),71.49,72.98,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080006-00.pdf,No,No,,,,,,Complete VALUE Silver
87226TX0080006,Silver,Non-Exchange variant,71.49,72.98,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080006-00.pdf,No,No,,,,,,Complete VALUE Silver
33602TX0430049,Silver,Non-Exchange variant,,71.21,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spsg15bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 844
33602TX0461075,Bronze,Exchange variant (no CSR),,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0461075,Bronze,Non-Exchange variant,,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0470671,Gold,Non-Exchange variant,,81.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 812
33602TX0470772,Gold,Non-Exchange variant,,79.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg16bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 822
98809TX0600131,Expanded Bronze,Non-Exchange variant,64.90,,Yes,Yes,No,100%,,N/A,http://www.uhc.com/small-business,Yes,No,,,,,,UHC Choice HSA Bronze 7300-1
98809TX0600164,Gold,Non-Exchange variant,81.60,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Gold 3000-2
33602TX0470680,Gold,Non-Exchange variant,,81.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 812
33602TX0470692,Gold,Non-Exchange variant,,81.22,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 812
33602TX0430068,Silver,Non-Exchange variant,,69.37,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-spsj76bcastxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Choice Silver PPOSM 120
33602TX0461107,Silver,Exchange variant (no CSR),,70.04,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsd16bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 801
33602TX0461107,Silver,Non-Exchange variant,,70.04,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsd16bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 801
33602TX0460930,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460930,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
98809TX0590103,Gold,Non-Exchange variant,80.00,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Gold 3000-5
33602TX0461068,Silver,Non-Exchange variant,,70.23,No,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa28bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 601
33602TX0870003,Bronze,Exchange variant (no CSR),,60.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh43bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 305
33602TX0870003,Bronze,Non-Exchange variant,,60.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh43bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 305
27248TX0010022,Gold,Exchange variant (no CSR),,78.13,Yes,Yes,No,100%,,https://www.communityhealthchoice.org/wp-content/uploads/2023/06/plan-brochure-select-2024.pdf,https://www.communityhealthchoice.org/wp-content/uploads/2023/06/27248TX0010022-00-2024.pdf,No,No,,,,,,"Community Select Gold 022 (No Deductible for PCP, Specialists & Generics, Free 24/7 Telehealth)"
27248TX0010022,Gold,Non-Exchange variant,,78.13,Yes,Yes,No,100%,,https://www.communityhealthchoice.org/wp-content/uploads/2023/06/plan-brochure-select-2024.pdf,https://www.communityhealthchoice.org/wp-content/uploads/2023/06/27248TX0010022-00-2024.pdf,No,No,,,,,,"Community Select Gold 022 (No Deductible for PCP, Specialists & Generics, Free 24/7 Telehealth)"
33602TX0430069,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spsk01bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 201
